RSN,EQID,SSN,EveLat,EveLon,MW,ML,mag,Depth,Rhyp,Rjb,Repi,STAID,Tn_rsn,pstar_rsn,SiteClass,SiteCLnew,VS30_Mac23,VS30_Art21,VS30_HA16,StaLat,StaLon,hp_freq,lp_freq,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s,T2_2s,T2_4s,T2_5s,T2_6s,T2_8s,T3s,T3_2s,T3_4s,T3_5s,T3_6s,T3_8s,T4s,T4_2s,T4_4s,T4_6s,T4_8s,T5s,T5_5s,T6s,T6_5s,T7s,T7_5s,T8s,T8_5s,T9s,T9_5s,T10s
382,9,25,22.267,102.731,3.7,3.615,3.55,0,191.9743708,191.9253047,191.9743708,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.19,20,0.007490325,0.007412315,0.007484087,0.007451471,0.007523331,0.007489712,0.007657918,0.007597212,0.00763823,0.00785228,0.0077568,0.008029478,0.008111605,0.008142901,0.00820383,0.008203958,0.008640634,0.00829468,0.00890988,0.008966149,0.009051478,0.010569431,0.011455336,0.012122634,0.012403387,0.013678135,0.014063098,0.014679839,0.015310135,0.017844302,0.019034031,0.021269092,0.022957877,0.027074428,0.025106925,0.025908696,0.025710035,0.024714724,0.021309812,0.015833558,0.014008957,0.01289326,0.012367592,0.012316075,0.011965954,0.00845032,0.006851338,0.006899515,0.006801675,0.006519938,0.006315008,0.006686292,0.006678718,0.00677043,0.007063366,0.008234977,0.009358011,0.010179302,0.011520242,0.009534238,0.00885167,0.007452971,0.00656841,0.006283417,0.006385167,0.007003623,0.006722667,0.006431697,0.004226691,0.002840743,0.002311479,0.002166016,0.002025831,0.001886333,0.001773031,0.001548819,0.001336008,0.001159219,0.000857267,0.000725547,0.000692458,0.000667789,0.000573584,0.000455066,0.000350843,0.000288288,0.000269032,0.000249169,0.000240675,0.000224625,0.000207037,0.000188514,0.000188722,0.000186643,0.000172064,0.00012322,0.000125582,0.000106025,8.95e-05,7.76e-05,7.62e-05,6.81e-05,5.7e-05,4.93e-05,4.68e-05
383,11,25,23.432,102.487,3,3.515,3.483333333,12,292.8037886,292.5428988,292.5577868,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.14,20,0.001795693,0.001771529,0.001785628,0.001801601,0.001900702,0.001892892,0.001912262,0.00192049,0.001931353,0.00197449,0.00196158,0.001985071,0.0020065,0.002029492,0.002131572,0.002171796,0.002087323,0.002300337,0.002462288,0.002536114,0.002984755,0.003114248,0.003233902,0.00367492,0.003993931,0.004127644,0.004116992,0.004514535,0.004593916,0.005116328,0.005190673,0.005323149,0.005607345,0.006156919,0.005615988,0.00545597,0.005680411,0.005279478,0.00491398,0.005231522,0.005166382,0.005121269,0.004467805,0.004574035,0.004253881,0.003640107,0.003199408,0.00287099,0.002559121,0.002701999,0.002906951,0.002880081,0.002858458,0.002906309,0.00288812,0.002702416,0.002423869,0.001963544,0.001991556,0.002009035,0.001965455,0.001891478,0.001721889,0.001465332,0.001278996,0.00099003,0.00082015,0.000664673,0.000493211,0.000416996,0.000421905,0.000438529,0.000373356,0.000311117,0.000252169,0.000187397,0.000153102,0.000121821,0.00012166,0.000110728,0.000106851,0.000102672,9.35e-05,8.94e-05,8.4e-05,6.59e-05,6.24e-05,5.99e-05,5.92e-05,6.63e-05,6.34e-05,5.43e-05,4.95e-05,5.02e-05,4.74e-05,2.82e-05,2.75e-05,2.4e-05,2.19e-05,2.09e-05,2.05e-05,1.98e-05,1.46e-05,1.56e-05,1.41e-05
384,12,25,21.609,102.116,4.3,4.215,3.95,10,234.8147712,234.4653785,234.6017408,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.006698942,0.006704468,0.006724028,0.006782011,0.00674661,0.00675537,0.006798228,0.006753383,0.00679041,0.006846069,0.006834581,0.006856299,0.00687063,0.006876466,0.00689488,0.006977969,0.00712773,0.007331406,0.007379457,0.00740086,0.007654813,0.008236868,0.00838688,0.00859969,0.008413885,0.007929952,0.00788489,0.008382903,0.007943826,0.009076445,0.009487701,0.009840074,0.010367264,0.010808071,0.010751044,0.010446705,0.011050533,0.009969708,0.012035324,0.013334956,0.013954698,0.013847752,0.013872412,0.013623689,0.014217852,0.01667923,0.017433537,0.01832179,0.018136981,0.016889703,0.01871294,0.018952143,0.020772227,0.020961727,0.020185295,0.019000461,0.018780661,0.025667589,0.028553266,0.022897229,0.020417729,0.020209804,0.024742183,0.021526401,0.019134373,0.02069798,0.019584906,0.017690582,0.014419978,0.013374667,0.0121761,0.009665124,0.006739437,0.005466287,0.004870109,0.004519982,0.004106915,0.003860768,0.002933179,0.002486172,0.002706965,0.002768374,0.002636893,0.002782399,0.003064632,0.00310717,0.002980394,0.00280901,0.002355098,0.002045055,0.001860046,0.001813744,0.001681155,0.001501736,0.00139394,0.001273023,0.001150895,0.000965215,0.000749754,0.000632998,0.000566106,0.000494754,0.000427227,0.00036182,0.000297159
385,13,25,21.565,101.751,3.5,3.715000001,3.616666667,18.3,272.6921587,272.0425225,272.0774217,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.001985793,0.001985065,0.002041847,0.002052613,0.00219385,0.002236218,0.002519976,0.002505078,0.002567224,0.002464649,0.002563225,0.002641973,0.002615284,0.00254915,0.002629688,0.002557858,0.002649284,0.002791367,0.002776039,0.002932142,0.003371563,0.003645874,0.003668667,0.00395957,0.003565372,0.002972374,0.003027695,0.003228147,0.003177396,0.003057486,0.003257475,0.003662529,0.003590435,0.003828734,0.003450955,0.003604671,0.003537469,0.003603257,0.004188705,0.004324237,0.004674818,0.005067509,0.004957143,0.005389327,0.005899069,0.005034056,0.004908439,0.005342929,0.005509468,0.005288818,0.005153099,0.006077281,0.007119493,0.007362729,0.007255,0.006827726,0.006192413,0.005026066,0.007130795,0.007176532,0.007373783,0.00732964,0.005876318,0.004789487,0.003827233,0.003231087,0.003324554,0.002912278,0.002291356,0.001745181,0.001701619,0.001268652,0.00100072,0.000986786,0.001049605,0.00093066,0.000780028,0.000683053,0.000496582,0.000474782,0.000402418,0.000344217,0.000309474,0.000353133,0.000385944,0.000349479,0.000338581,0.000326808,0.000304023,0.000261094,0.000234278,0.000207805,0.000182659,0.000176116,0.000179266,0.000163382,0.000143284,0.000105423,8.91e-05,7.23e-05,6.91e-05,6.04e-05,4.74e-05,3.56e-05,3.02e-05
386,14,25,22.402,102.485,3.4,3.715000001,3.616666667,7,221.4600883,221.3199996,221.3494312,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.28,20,0.006303505,0.006777014,0.007096958,0.007916708,0.011040059,0.012524941,0.01573037,0.018112655,0.018113811,0.015497055,0.014098669,0.012537368,0.011839215,0.011094164,0.009685475,0.008646953,0.007406978,0.007243262,0.007197195,0.007463047,0.007834213,0.008656305,0.008945994,0.009170276,0.010026379,0.010863941,0.011269336,0.012686248,0.016529361,0.01394111,0.013963424,0.014258452,0.016180971,0.021091329,0.021685996,0.018932824,0.017914623,0.018841357,0.017298633,0.017963524,0.016572358,0.015431626,0.016016041,0.015896844,0.014922015,0.012484416,0.010822689,0.010062838,0.01017494,0.011662062,0.011681334,0.011874666,0.009780325,0.008954256,0.008545409,0.008472084,0.008564998,0.008438011,0.005968997,0.004329876,0.003873244,0.00298702,0.002481582,0.002019342,0.001788777,0.001751549,0.00192782,0.001996804,0.001753062,0.001243647,0.000953759,0.000813053,0.000703199,0.000630913,0.000647425,0.000534552,0.000424012,0.000411817,0.000432664,0.000370748,0.000315996,0.00029682,0.000268209,0.000226098,0.000185121,0.000153607,0.000151001,0.000143821,0.000129214,0.000123748,0.000103468,8.18e-05,6.97e-05,6.23e-05,5.36e-05,4.11e-05,4.1e-05,3.07e-05,2.75e-05,2.66e-05,2.39e-05,2.08e-05,1.84e-05,1.95e-05,1.96e-05
387,15,25,22.211,101.867,4.2,4.115,3.883333333,10,272.3671775,272.0685296,272.1835399,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.003843062,0.003827283,0.003841239,0.003926696,0.003955224,0.003953165,0.004009375,0.004166211,0.004197492,0.00399317,0.003975596,0.003985474,0.003971851,0.003968837,0.003905188,0.003864225,0.004113031,0.003985659,0.004062266,0.00405679,0.004089715,0.003999488,0.004376401,0.004824166,0.004754621,0.005101371,0.00538447,0.004689626,0.00495476,0.005266281,0.005178725,0.005316221,0.006091032,0.006001705,0.006208304,0.006505788,0.006783811,0.007353405,0.007740836,0.008429799,0.009371363,0.010089928,0.009473936,0.009296999,0.009935469,0.010111943,0.010038679,0.009826677,0.00951074,0.009414613,0.010341075,0.010795526,0.010179818,0.009524266,0.008907822,0.009604358,0.011396642,0.011553562,0.013122744,0.011855571,0.011699116,0.012303203,0.014336842,0.012188587,0.010660033,0.008648798,0.008353842,0.007987959,0.008751734,0.008624348,0.007423226,0.006987177,0.005702672,0.004349327,0.004099587,0.003427856,0.003196897,0.003030625,0.00244435,0.00241742,0.002289307,0.002253359,0.002102785,0.001820004,0.001789414,0.001747371,0.001635941,0.001528065,0.001281941,0.001287853,0.001203726,0.00105213,0.001034402,0.000981826,0.000881848,0.00072216,0.000600399,0.000499765,0.000436131,0.00039875,0.000347932,0.000296442,0.000262529,0.000220478,0.000199155
388,16,25,20.786,101.943,4.1,4.015000001,3.816666667,10,263.9220442,263.6355308,263.7325263,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.00462014,0.004654044,0.004677229,0.004704685,0.004978693,0.005238103,0.005681892,0.005430859,0.005336103,0.005278059,0.005444047,0.005368403,0.005255028,0.005224128,0.005176234,0.005127613,0.004952276,0.005076848,0.00519466,0.00523758,0.005152636,0.005065051,0.00511873,0.0052436,0.005104091,0.005202948,0.005353005,0.005650848,0.005640172,0.006150935,0.006205412,0.006451255,0.007003257,0.007605337,0.007289528,0.007963693,0.00720313,0.007137196,0.008175188,0.00815769,0.008915321,0.009166747,0.008792919,0.00925844,0.010104029,0.00967611,0.009501117,0.009694709,0.010161455,0.011885154,0.013538306,0.015870174,0.016930274,0.017634237,0.016726141,0.015597873,0.014180441,0.014327573,0.014892052,0.01238726,0.012560529,0.012659,0.012099595,0.011338736,0.008475056,0.007629164,0.008432507,0.008125232,0.006584933,0.007468995,0.006107279,0.004421247,0.003850738,0.002868302,0.002376583,0.002096583,0.001963365,0.001711476,0.001333813,0.001371503,0.001210656,0.001030932,0.000913625,0.000772327,0.000672704,0.000554673,0.000544579,0.000559736,0.000584172,0.000588516,0.000547556,0.000563142,0.000552102,0.000547447,0.000532945,0.000435296,0.000373046,0.000330659,0.000279502,0.000239122,0.000208682,0.000170899,0.000139611,0.000119401,0.000110119
389,17,25,20.777,101.976,3.4,3.515,3.483333333,20.9,261.5910868,260.7254082,260.7548402,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.15,20,0.00180758,0.001806203,0.00182769,0.001959112,0.002131815,0.002181509,0.002282654,0.002427746,0.002488053,0.003034065,0.003338198,0.003210802,0.003128316,0.003039748,0.002954221,0.00289721,0.002731031,0.002756572,0.002894449,0.003039857,0.003463485,0.003339361,0.003407968,0.003650296,0.00314512,0.003077003,0.002922225,0.00304218,0.002903021,0.002882355,0.003022452,0.003077751,0.002920557,0.003117821,0.003423407,0.003302009,0.003728395,0.00408869,0.005255117,0.005998918,0.006746524,0.006761981,0.006354046,0.005621956,0.004698465,0.004394563,0.003943469,0.003644677,0.003735059,0.003833521,0.003795176,0.003917905,0.003830944,0.003602918,0.003297923,0.003419043,0.003768633,0.004536798,0.004833078,0.003862599,0.004008865,0.004152477,0.003751262,0.003230961,0.002413492,0.002161504,0.002322704,0.002331276,0.002101539,0.001909136,0.002006035,0.001647877,0.001445642,0.001387281,0.001394168,0.001146009,0.000979944,0.000759635,0.000629207,0.000555417,0.000517285,0.000494709,0.000438121,0.000366066,0.000305985,0.00027357,0.000263347,0.000246066,0.000222823,0.000216847,0.000190838,0.000156767,0.000162754,0.000172292,0.000168923,0.000130549,0.000118867,8.46e-05,6.18e-05,5.15e-05,5.3e-05,4.5e-05,4.38e-05,3.43e-05,2.88e-05
390,18,25,20.728,101.961,4,4.015000001,3.816666667,10,264.1140455,263.8428628,263.9246654,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.005807612,0.005809031,0.005882779,0.005897072,0.00838078,0.009608178,0.012604839,0.013790399,0.013307112,0.014082859,0.012786328,0.012844494,0.013596851,0.013443208,0.011025117,0.010174146,0.00832991,0.007459459,0.008646197,0.008874951,0.008846014,0.008375258,0.008257215,0.008022664,0.00647449,0.006666423,0.006637503,0.007023878,0.007339198,0.007833108,0.007575893,0.007948337,0.009123968,0.010809219,0.012852188,0.013624231,0.013767,0.013342416,0.01489541,0.01652639,0.016931165,0.015127902,0.01347038,0.014018231,0.01377773,0.012768343,0.012981544,0.012748792,0.013334121,0.012777674,0.013045603,0.015043763,0.016411254,0.01612868,0.015328599,0.013061979,0.01229687,0.012811427,0.012340084,0.011816503,0.012298082,0.012344736,0.009612107,0.007556419,0.006848397,0.006272937,0.005149744,0.004860985,0.004287852,0.004595201,0.004329889,0.003947508,0.004070709,0.003714634,0.003401521,0.003021683,0.002593711,0.002224222,0.001499782,0.00135821,0.001192973,0.00111993,0.000863152,0.000730788,0.000701088,0.000623897,0.000615479,0.000588069,0.000486465,0.000438197,0.00036597,0.000370766,0.000348352,0.000290128,0.000242025,0.000208673,0.000205814,0.000185444,0.000157529,0.000138629,0.000111643,9.43e-05,8.85e-05,8.36e-05,6.83e-05
391,19,25,21.261,104.181,4,4.015000001,3.816666667,1,30.67596788,30.57798058,30.65966414,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.41,20,0.601067025,0.596551964,0.601264814,0.615313425,0.642447283,0.649455558,0.685192729,0.811464014,0.85231724,0.985832416,0.941429084,0.929368838,0.950276053,0.941684432,0.902467089,0.922207259,1.007238967,1.43797961,1.55785527,1.54084467,1.433081719,1.361713402,1.486008493,1.558188249,1.561080781,1.440012182,1.402669295,1.172967636,1.104047356,1.269969305,1.318942428,1.323891093,1.350686421,1.377324002,1.409321557,1.409289793,1.38317756,1.296869043,1.086665387,1.116194352,1.090696839,1.038214176,0.973239721,1.012207999,0.97807852,0.817566144,0.692926221,0.634174637,0.585298101,0.50236093,0.465074967,0.463569248,0.423904134,0.395272953,0.376364757,0.355946034,0.320527253,0.228081621,0.204842314,0.204949036,0.191499338,0.14722985,0.13109899,0.112164909,0.085649782,0.068164586,0.066195884,0.068574984,0.057216144,0.040175623,0.033670107,0.0355961,0.03353582,0.029804787,0.026246681,0.023990551,0.021747789,0.019421322,0.014903759,0.012650601,0.011214915,0.009791821,0.007870946,0.006882049,0.005858971,0.004923873,0.004501091,0.004109968,0.003597478,0.003160322,0.002797663,0.002502291,0.002323673,0.002159749,0.002007264,0.001667125,0.001381353,0.001147945,0.000961041,0.000812907,0.000695659,0.000610916,0.000545058,0.000488933,0.000440784
392,20,25,21.313,104.179,3.6,3.615,3.55,9.4,28.40043734,26.75837093,26.79971719,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.99,20,0.267597605,0.284024445,0.290137313,0.306853016,0.358603232,0.384572917,0.479982629,0.480942837,0.492899916,0.498997983,0.509032245,0.573885429,0.617413924,0.64217081,0.61090688,0.620586384,0.647538184,0.806601445,0.789169043,0.820183101,0.827104826,0.9342492,1.168796766,1.063142388,0.975436326,0.954958422,0.9007894,0.979030544,0.754902676,0.511349581,0.461010918,0.416631208,0.454725034,0.468077684,0.394721322,0.363842806,0.305362812,0.259417025,0.248034213,0.201065642,0.191883068,0.181486551,0.146611122,0.147238452,0.160210878,0.15396964,0.148653855,0.140114524,0.139120702,0.147307512,0.148002026,0.146415261,0.146532355,0.142525314,0.135862815,0.133129204,0.138615113,0.129545071,0.116534859,0.104186868,0.096885937,0.082621989,0.076237415,0.073385105,0.06187659,0.058515338,0.053749672,0.051213494,0.040020779,0.032380719,0.025152538,0.021427431,0.02077243,0.01912603,0.016366843,0.014579606,0.013795617,0.012626043,0.009588227,0.008258421,0.007461552,0.006532173,0.00519531,0.004450864,0.003867894,0.003433148,0.003230581,0.003037825,0.002675396,0.00234278,0.002089765,0.0019156,0.001758854,0.001616411,0.001485942,0.001205449,0.000983017,0.00080287,0.000659603,0.000546901,0.000458499,0.000392497,0.000348889,0.000311681,0.000279737
393,22,25,21.199,101.764,3.5,3.915,3.75,10,272.6546071,272.436264,272.4711632,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.28,20,0.003373039,0.003349259,0.003425536,0.003497776,0.003922529,0.004381504,0.00566547,0.005790311,0.00585342,0.005615241,0.006234002,0.005831027,0.005532523,0.005650993,0.006394207,0.006903184,0.008082855,0.008922743,0.01287077,0.014306143,0.014878041,0.01386573,0.012279675,0.012489455,0.011243992,0.009606224,0.008754297,0.007567012,0.00844734,0.006542022,0.005861213,0.005531444,0.004688593,0.004819466,0.005421046,0.005604037,0.006205454,0.006822712,0.008204342,0.008018655,0.008310934,0.008169804,0.007001074,0.006525972,0.005906251,0.005336241,0.00495789,0.005160491,0.005178856,0.004658497,0.004922514,0.005524732,0.005437238,0.00508848,0.004582412,0.004261884,0.004597569,0.005551853,0.006337465,0.005568184,0.00514717,0.005187937,0.00376325,0.002702791,0.002282864,0.002046403,0.002048256,0.002087284,0.001851711,0.001358792,0.001240861,0.000887698,0.000683072,0.000670155,0.000634578,0.000582573,0.000536662,0.000415482,0.000348538,0.000303688,0.000260082,0.000226636,0.000191145,0.000224572,0.000244144,0.000197827,0.00018453,0.000176691,0.000160162,0.000133281,0.000104648,8.16e-05,7.56e-05,6.69e-05,6.23e-05,4.96e-05,4.54e-05,4.24e-05,3.73e-05,2.88e-05,2.25e-05,2.15e-05,1.94e-05,1.74e-05,1.7e-05
394,23,25,20.152,104.736,3.7,4.3,4.3,0.5,150.7490516,150.6991585,150.7482224,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.4,20,0.035346755,0.034911032,0.035078011,0.035460721,0.036389524,0.036727619,0.038366906,0.039005905,0.038813212,0.039571602,0.040578106,0.040793229,0.040470419,0.040724542,0.042232206,0.042062536,0.048303055,0.05354683,0.062341192,0.065663483,0.070677084,0.077106229,0.079943916,0.080297026,0.091205787,0.096415287,0.102490855,0.110688342,0.153519451,0.127071051,0.114672013,0.096886472,0.103394796,0.11001637,0.113145899,0.095819243,0.088755764,0.078918577,0.073567494,0.081939644,0.080077436,0.067848762,0.06201915,0.06251927,0.064797209,0.057415477,0.057121954,0.053097826,0.054153019,0.053610967,0.056334869,0.051272947,0.044032123,0.040194362,0.037302234,0.036109575,0.03293115,0.029562555,0.02936329,0.023894163,0.023063414,0.019479603,0.017749385,0.017372701,0.0154797,0.013173474,0.011802428,0.012006205,0.007553189,0.004962638,0.004697303,0.003469466,0.003265328,0.00320429,0.002605462,0.002349198,0.002177989,0.001834619,0.001949653,0.001721386,0.001555432,0.001241247,0.000906616,0.000828872,0.000782777,0.000720805,0.000694202,0.000689193,0.000684789,0.000637089,0.000589737,0.000542183,0.000479096,0.000418309,0.000394195,0.000309575,0.000257906,0.000203085,0.000168454,0.000136545,0.000107894,8.84e-05,7.92e-05,7.08e-05,6.5e-05
397,26,25,22.095,101.866,3.6,3.615,3.55,10,268.9268945,268.6995243,268.740906,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.002509936,0.003011596,0.003317004,0.003954909,0.005872431,0.006681281,0.008458763,0.008557013,0.008482708,0.008356698,0.008818065,0.008290836,0.007484839,0.007092067,0.007031975,0.006103115,0.0046636,0.003533486,0.002847223,0.002866377,0.002903448,0.002842857,0.002639515,0.002319915,0.002014245,0.00168455,0.00161907,0.001444856,0.001424261,0.001410759,0.001458589,0.001464941,0.001567638,0.001800962,0.002034748,0.001811861,0.001944386,0.001952125,0.001999276,0.002085933,0.001997674,0.002163392,0.002247116,0.002339727,0.002470331,0.002234121,0.002663395,0.002839563,0.002799328,0.002595868,0.003194958,0.003548728,0.003436798,0.003250861,0.003041102,0.002881248,0.002969572,0.003353344,0.002840421,0.002222428,0.002054631,0.002017379,0.002011,0.002000497,0.001799164,0.001736975,0.001841034,0.001657843,0.001215557,0.000948922,0.000869427,0.000744501,0.000703997,0.000565571,0.000496692,0.000577803,0.000565762,0.00050465,0.000509404,0.000408978,0.000363774,0.000338605,0.00027112,0.000240942,0.000222395,0.000199234,0.000192308,0.000180314,0.000146226,0.000152307,0.000147374,0.000144623,0.000129129,0.000124689,0.000120511,0.000116969,0.000106592,9.74e-05,8.43e-05,7.12e-05,6.49e-05,5.5e-05,4.49e-05,3.84e-05,3.47e-05
398,27,25,19.071,105.143,3.5,4.115,3.883333333,0,277.9776915,277.9427922,277.9776915,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.21,20,0.004261464,0.004247301,0.004265712,0.004343955,0.004382265,0.004434277,0.004408979,0.004410686,0.00443742,0.004413105,0.004411936,0.004423355,0.004427739,0.004409787,0.004386628,0.004468589,0.004524544,0.00536121,0.006459845,0.006415757,0.006227872,0.007273688,0.008197923,0.008228528,0.007299135,0.007956335,0.008878066,0.009070397,0.008959355,0.00950557,0.009530759,0.009439902,0.009907481,0.01172662,0.013445471,0.013426653,0.013386048,0.014245143,0.013656549,0.013189531,0.012687411,0.013224779,0.014662427,0.014675837,0.013997993,0.012122946,0.009675998,0.008991661,0.008867488,0.00896692,0.009365039,0.009234712,0.008531769,0.00853906,0.008241745,0.007646097,0.007088229,0.006155116,0.006683114,0.005388048,0.004999062,0.005574525,0.005204888,0.004811453,0.004544758,0.004098826,0.003235836,0.002703498,0.001759105,0.001334922,0.001252404,0.00130579,0.001278143,0.001195091,0.000876156,0.000687384,0.00065542,0.000572966,0.000558785,0.000594457,0.000552529,0.000495703,0.000446314,0.000345411,0.000271217,0.000218255,0.000201136,0.00019054,0.000191608,0.000176336,0.00016799,0.000169433,0.000144084,0.000146935,0.000139004,0.000111563,8.14e-05,5.26e-05,4.63e-05,3.91e-05,2.85e-05,2.65e-05,2.34e-05,2.26e-05,1.86e-05
399,28,25,21.792,103.606,3.2,3.915,3.75,15,89.01275248,87.7188555,87.73978632,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.85,20,0.015610955,0.015436272,0.01549145,0.015576128,0.015698758,0.015672642,0.015834973,0.015847266,0.016021982,0.016856449,0.017010782,0.017174621,0.017047839,0.016778733,0.017244967,0.018652282,0.019994144,0.019478126,0.022093625,0.022324564,0.022144809,0.025738204,0.029552379,0.032656626,0.037965505,0.041122744,0.040916052,0.041317987,0.039994986,0.033436113,0.033382704,0.032089995,0.038979497,0.048566954,0.048726859,0.044338895,0.041005531,0.044939298,0.054399546,0.048801088,0.048302162,0.044360878,0.034394357,0.034375587,0.036719266,0.031798954,0.027764359,0.026461314,0.024955501,0.022393874,0.02306401,0.020452978,0.017655421,0.018103219,0.018705372,0.021654657,0.023317579,0.022127108,0.020603356,0.015561068,0.015102571,0.014701438,0.010909769,0.009428808,0.00766804,0.006092198,0.004840699,0.004053702,0.003551485,0.003193579,0.002531818,0.001964154,0.001705524,0.001534376,0.001357974,0.001269631,0.001128698,0.000992068,0.000870429,0.000778678,0.000729145,0.000683075,0.000648382,0.000598849,0.000534947,0.000460351,0.000429869,0.000405623,0.000383256,0.000358759,0.000327522,0.000290588,0.000249444,0.000211308,0.000202771,0.000178938,0.000144702,0.000116871,9.69e-05,8.27e-05,6.97e-05,5.77e-05,5.32e-05,4.75e-05,4.19e-05
400,29,25,20.856,103.395,4.4,4.7,4.7,2.4,122.5482419,122.3631182,122.5247387,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.25,20,0.142990201,0.142268194,0.142871536,0.14406188,0.145903584,0.146329279,0.147540553,0.150608466,0.151787774,0.155454054,0.155836128,0.157076941,0.158226029,0.159931736,0.163019504,0.164271092,0.164459889,0.190322724,0.205404306,0.21540499,0.229452282,0.223878725,0.22821278,0.250899366,0.308653802,0.311687037,0.334613928,0.394904345,0.322383724,0.314512686,0.315439879,0.296391154,0.350092186,0.394862907,0.387636621,0.358484573,0.385978422,0.408216477,0.310630542,0.298570147,0.309756397,0.346307025,0.357426586,0.347479107,0.363253966,0.414923932,0.317255046,0.273552054,0.253507405,0.226020646,0.214646725,0.191928349,0.175606949,0.176240016,0.189043692,0.213758789,0.207462789,0.202556465,0.187211427,0.183762661,0.185889372,0.186347744,0.171222549,0.128357393,0.109389759,0.085626253,0.068120509,0.057558616,0.059207002,0.047900872,0.033532829,0.033365004,0.030379821,0.032439045,0.033940016,0.032242421,0.025206178,0.019978855,0.015695602,0.016714,0.017542622,0.018141633,0.018993302,0.018850912,0.016760699,0.01604458,0.015692284,0.015025365,0.014093951,0.012763898,0.011108028,0.009312238,0.008003351,0.007440421,0.006855733,0.005356878,0.004283277,0.003511852,0.002760141,0.00228153,0.001989976,0.00173773,0.001521565,0.001334786,0.001172479
